etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
829    | #pˈuːblikum# | *#pˈuːblɪkʊ# | *#pˈuβleku# | *#pˈulɪku# | *#pˈulɪku# | *#pˈuːlˠək# | *#pˈuːlˠək# {GOLD: #pˈuːk#} | *#pˈuːlˠək# {GOLD: >*} | *#pˈulˠək# {GOLD: >*} | *#pˈulˠk# {GOLD: #pˈuk#}
830    | #pˈullɑm# | *#pˈʊllɑ# | *#pˈulːɑ# | *#pˈulːa# | *#pˈulːa# | *#pˈuːlːə# | *#pˈuːlːə# {GOLD: >*} | *#pˈuːlːə# {GOLD: >*} | *#pˈulə# {GOLD: >*} | *#pˈulə# {GOLD: #pˈulə#}
831    | #pˈullum# | *#pˈʊllʊ# | *#pˈulːu# | *#pˈulːu# | *#pˈulːu# | *#pˈuːlː# | *#pˈuːlː# {GOLD: >*} | *#pˈuːlː# {GOLD: >*} | *#pˈul# {GOLD: >*} | *#pˈul# {GOLD: #pˈul#}
832    | #pˈulpɑm# | *#pˈʊlpɑ# | *#pˈulpɑ# | *#pˈulpa# | *#pˈulpa# | *#pˈuːlpə# | *#pˈuːlpə# {GOLD: >*} | *#pˈuːlpə# {GOLD: >*} | *#pˈulpə# {GOLD: >*} | *#pˈulpə# {GOLD: #pˈulpə#}
833    | #pˈulwerem# | *#pˈʊlwɛrɛ# | *#pˈulwɛrɛ# | *#pˈulbɛrɪ# | *#pˈulbɛɾɪ# | *#pˈuːlbəɾ# | *#pˈuːlbɾ̩# {GOLD: >*} | *#pˈuːlbɾ̩# {GOLD: >*} | *#pˈulbɾ̩# {GOLD: >*} | *#pˈulbəɾ# {GOLD: #bˈulbəɾ#}
834    | #pˈunɡɑm# | *#pˈʊnɡɑ# | *#pˈunɡɑ# | *#pˈunɡa# | *#pˈũnɡa# | *#pˈũnɡə# | *#pˈũŋɡə# {GOLD: >*} | *#pˈũŋɡə# {GOLD: >*} | *#pˈuŋɡə# {GOLD: >*} | *#pˈuŋɡə# {GOLD: #pˈuŋɡə#}
835    | #pˈunktɑ# | *#pˈʊnktɑ# | *#pˈunktɑ# | *#pˈunta# | *#pˈũnta# | *#pˈũndə# | *#pˈũndə# {GOLD: >*} | *#pˈũndə# {GOLD: >*} | *#pˈundə# {GOLD: >*} | *#pˈundə# {GOLD: #pˈuftə#}
836    | #pˈuppɑ# | *#pˈʊppɑ# | *#pˈuppɑ# | *#pˈuppa# | *#pˈupa# | *#pˈupə# | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: #pˈupə#}
837    | #pˈuteum# | *#pˈʊtjʊ# | *#pˈut͡ʃju# | *#pˈut͡ʃu# | *#pˈusu# | *#pˈuːs# | *#pˈuːs# {GOLD: >*} | *#pˈuːs# {GOLD: >*} | *#pˈus# {GOLD: >*} | *#pˈus# {GOLD: #pˈus#}
838    | #pˌuttˈɑːnɑ# | *#pˌʊttˈɑːnɑ# | *#pˌuttˈɑnɑ# | *#pˌuttˈana# | *#pˌutˈãɾ̃a# | *#pˌutˈãɾ̃ə# | *#pˌutˈãɾ̃ə# {GOLD: #putˈɑ̃ɾ̃ə#} | *#pˌutˈə̃ɾ̃ə# {GOLD: >*} | *#pˌutˈəɾə# {GOLD: >*} | *#putˈəɾə# {GOLD: #putˈəɾə#}
839    | #pʰˈɑrum# | *#fˈɑrʊ# | *#fˈɑru# | *#fˈaru# | *#fˈaɾu# | *#fˈaːɾ# | *#fˈaːɾ# {GOLD: >*} | *#fˈaːɾ# {GOLD: >*} | *#fˈaɾ# {GOLD: >*} | *#fˈaɾ# {GOLD: #fˈaɾ#}
840    | #rˌɑdˈɑːnioː# | *#rˌɑdˈɒːnjo# | *#rːˌɑdˈoɲo# | *#rːˌaðˈoɲo# | *#rːəˈɔ̃ːɲɔ# | *#rːˈũːo̯ɲ# | *#rˈũːo̯ɲ# {GOLD: #rˈuo̯j#} | *#rˈũːa̯ɲ# {GOLD: >*} | *#rˈua̯ɲ# {GOLD: >*} | *#rˈua̯j# {GOLD: #rˈua̯j#}
841    | #rˈɑdiɑ# | *#rˈɑdjɑ# | *#rːˈɑd͡ʒjɑ# | *#rːˈed͡ʒa# | *#rːˈeza# | *#rːˈɛːzə# | *#rˈɛːzə# {GOLD: #rˈɛzə#} | *#rˈɛːzə# {GOLD: >*} | *#rˈɛzə# {GOLD: >*} | *#rˈɛzə# {GOLD: #rˈɛzə#}
842    | #rˌɑːdˈiːkɑ# | *#rˌɑːdˈikɑ# | *#rːˌɑdˈikɑ# | *#rːˌaðˈika# | *#rːəˈiːka# | *#rːˈiːkə# | *#rˈiːkə# {GOLD: >*} | *#rˈiːkə# {GOLD: >*} | *#rˈikə# {GOLD: >*} | *#rˈikə# {GOLD: #rˈikə#}
843    | #rˌɑːdˈiːkulɑ# | *#rˌɑːdˈikʊlɑ# | *#rːˌɑdˈikulɑ# | *#rːˌaðˈikula# | *#rːəˈiːkula# | *#rːˈiːlkə# | *#rˈiːʎkə# {GOLD: >*} | *#rˈiːʎkə# {GOLD: >*} | *#rˈijkə# {GOLD: >*} | *#rˈijkə# {GOLD: #rˈilkə#}
844    | #rˈɑːmiː# | *#rˈɑːmi# | *#rːˈemi# | *#rːˈemɪ# | *#rːˈẽmɪ# | *#rːˈɛ̃m# | *#rˈɛ̃m# {GOLD: >*} | *#rˈɛ̃m# {GOLD: >*} | *#rˈɛm# {GOLD: >*} | *#rˈɛm# {GOLD: #rˈɛmb#}
845    | #rˈɑːpɑ# | *#rˈɑːpɑ# | *#rːˈɑpɑ# | *#rːˈapa# | *#rːˈapa# | *#rːˈapə# | *#rˈapə# {GOLD: >*} | *#rˈapə# {GOLD: >*} | *#rˈapə# {GOLD: >*} | *#rˈapə# {GOLD: #rˈapə#}
846    | #rˈɑːpiː# | *#rˈɑːpi# | *#rːˈepi# | *#rːˈepɪ# | *#rːˈepɪ# | *#rːˈɛp# | *#rˈɛp# {GOLD: >*} | *#rˈɛp# {GOLD: >*} | *#rˈɛp# {GOLD: >*} | *#rˈɛp# {GOLD: #rˈɛp#}
847    | #rˈɑːpum# | *#rˈɑːpʊ# | *#rːˈɑpu# | *#rːˈapu# | *#rːˈapu# | *#rːˈap# | *#rˈap# {GOLD: >*} | *#rˈap# {GOLD: >*} | *#rˈap# {GOLD: >*} | *#rˈap# {GOLD: #rˈap#}
848    | #rˈɑːrum# | *#rˈɑːrʊ# | *#rːˈɑlu# | *#rːˈalu# | *#rːˈalu# | *#rːˈaːlˠ# | *#rˈaːlˠ# {GOLD: >*} | *#rˈaːlˠ# {GOLD: >*} | *#rˈalˠ# {GOLD: >*} | *#rˈalˠ# {GOLD: #rˈalˠ#}
849    | ... | ... | ... | ... | *#ɾˈɑʃɑ# | *#ɾˈɑːʃɑ# | *#ɾˈaːʃa# {GOLD: >*} | *#ɾˈaːʃa# {GOLD: >*} | *#ɾˈaʃə# {GOLD: >*} | *#ɾˈaʃə# {GOLD: #ɾˈaʃə#}
850    | #rˌɑːstˈellum# | *#rˌɑːstˈɛllʊ# | *#rːˌɑstˈɛlːu# | *#rːˌastˈɛlːu# | *#rːˌaʃtˈɛːlːu# | *#rːˌaʃtjˈɛlː# | *#rˌaʃcˈɛlː# {GOLD: #raʃtjˈɛl#} | *#rˌaʃcˈɛlː# {GOLD: >*} | *#rˌaʃcˈɛl# {GOLD: >*} | *#raʃcˈɛl# {GOLD: #raʃcˈɛl#}
851    | #ˌɑdrˌɑːtiˈoːnem# | *#ˌɑdrˌɑːtjˈoːnɛ# | *#ˌɑdrˌɑt͡ʃjˈonɛ# | *#ˌaːrːˌat͡ʃˈønɪ# | *#ˌarːəsˈœ̃ɾ̃ɪ# | *#ˌarːəsˈỹe̯# | *#ˌarəsˈỹe̯# {GOLD: #arəsˈyø̯#} | *#ˌarsˈỹe̯# {GOLD: >*} | *#ˌarsˈye̯# {GOLD: >*} | *#arsˈye̯# {GOLD: #aɾsˈye̯#}
852    | #rˈeːbɑ# | *#rˈeːbɑ# | *#rːˈeβɑ# | *#rːˈewa# | *#rːˈewa# | *#rːˈɛwə# | *#rˈɛwə# {GOLD: >*} | *#rˈɛvə# {GOLD: >*} | *#rˈɛvə# {GOLD: >*} | *#rˈɛvə# {GOLD: #rˈɛvə#}
853    | #rˌefˈernioː# | *#rˌɛfˈɛrnjo# | *#rːˌɛfˈɛrɲo# | *#rːɪfˈɛrɲo# | *#rːɪfˈɛɲɔ# | *#rːəfˈɛɲ# | *#rəfˈɛɲ# {GOLD: #rəfˈyø̯j#} | *#rəfˈɛɲ# {GOLD: >*} | *#rəfˈɛɲ# {GOLD: >*} | *#rəfˈɛj# {GOLD: #rəfˈɛj#}
854    | ... | ... | ... | ... | *#ɾˈeɟɛ# | *#ɾˈɛɟ# | *#ɾˈɛɟ# {GOLD: #ɾˈɛɟ#} | *#ɾˈɛɟ# {GOLD: >*} | *#ɾˈɛɟ# {GOLD: >*} | *#ɾˈɛɟ# {GOLD: #ɾˈɛɟ#}
855    | #rˈeːɡulum# | *#rˈeːɡʊlʊ# | *#rːˈeɡulu# | *#rːˈeɡulu# | *#rːˈeɡulu# | *#rːˈɛɡulˠ# | *#rˈɛɡulˠ# {GOLD: >*} | *#rˈɛɡulˠ# {GOLD: >*} | *#rˈɛɡulˠ# {GOLD: >*} | *#rˈɛɡulˠ# {GOLD: #rˈɛɡulˠ#}
856    | #rˈeːmum# | *#rˈeːmʊ# | *#rːˈemu# | *#rːˈemu# | *#rːˈẽmu# | *#rːˈɛ̃m# | *#rˈɛ̃m# {GOLD: >*} | *#rˈɛ̃m# {GOLD: >*} | *#rˈɛm# {GOLD: >*} | *#rˈɛm# {GOLD: #rˈɛm#}
857    | #rˌeniːdˈeːnioː# | *#rˌɛnidˈɶːnjo# | *#rːˌɛndˈeɲo# | *#rːˌɛndˈeɲo# | *#rːə̃ndˈẽɲɔ# | *#rːə̃ndˈɛ̃ɲ# | *#rə̃ndˈɛ̃ɲ# {GOLD: >*} | *#rə̃ndˈɛ̃ɲ# {GOLD: >*} | *#rəndˈɛɲ# {GOLD: >*} | *#rəndˈɛj# {GOLD: #rəɲɟˈɛj#}
858    | #rˌeːsˈiːnɑ# | *#rˌeːsˈinɑ# | *#rːˌesˈinɑ# | *#rːɪsˈina# | *#rːɪʃˈĩna# | *#rːəʃˈĩnə# | *#rəʃˈĩnə# {GOLD: #rəʃˈĩːɾ̃ə#} | *#rəʃˈĩnə# {GOLD: >*} | *#rəʃˈinə# {GOLD: >*} | *#rəʃˈinə# {GOLD: #rəʃˈiɾə#}
859    | #rˌesˌurɡˈonioː# | *#rˌɛsˌʊrɡˈɔnjo# | *#rːˌɛsˌurɡˈoɲo# | *#rːɪsˌurɡˈoɲo# | *#rːɪʃəɾɡˈɔ̃ɲɔ# | *#rːəʃəɾɡˈɔ̃ɲ# | *#rəʒɡˈɔ̃ɲ# {GOLD: >*} | *#rəʒɡˈɔ̃ɲ# {GOLD: >*} | *#rəʒɡˈɔɲ# {GOLD: #riʃɡˈɔj#} | *#rəʒɡˈɔj# {GOLD: #riʒɡˈɔj#}
860    | #rˈeːte# | *#rˈeːtɛ# | *#rːˈetɛ# | *#rːˈitɪ# | *#rːˈitɪ# | *#rːˈit# | *#rˈit# {GOLD: >*} | *#rˈit# {GOLD: >*} | *#rˈit# {GOLD: >*} | *#rˈit# {GOLD: #rjˈɛt#}
861    | #rˈeːstem# | *#rˈeːstɛ# | *#rːˈestɛ# | *#rːˈistɪ# | *#rːˈiʃtɪ# | *#rːˈiːʃt# | *#rˈiːʃt# {GOLD: >*} | *#rˈiːʃt# {GOLD: >*} | *#rˈiʃt# {GOLD: >*} | *#rˈiʃt# {GOLD: #rjˈɛʃt#}
862    | #rˈeːtinɑ# | *#rˈeːtɪnɑ# | *#rːˈetenɑ# | *#rːˈitɑ̃ɾ̃a# | *#rːˈitɐɾ̃a# | *#rːˈitɐɾ̃ə# | *#rˈitəɾ̃ə# {GOLD: #rˈɛtəɾ̃ə#} | *#rˈitəɾ̃# {GOLD: >*} | *#rˈitəɾ# {GOLD: >*} | *#rˈitəɾ# {GOLD: #rˈɛtəɾ#}
863    | #rˌiɡˈɑːnioː# | *#rˌɪɡˈɒːnjo# | *#rːˌiɡˈoɲo# | *#rːˌiɡˈoɲo# | *#rːˌiɡˈɔ̃ɲɔ# | *#rːˌiɡˈɔ̃ɲ# | *#rˌiɡˈɔ̃ɲ# {GOLD: >*} | *#rˌiɡˈɔ̃ɲ# {GOLD: >*} | *#rˌiɡˈɔɲ# {GOLD: >*} | *#riɡˈɔj# {GOLD: #ɾiɡˈɔj#}
864    | #rˈikinum# | *#rˈɪkɪnʊ# | *#rːˈikenu# | *#rːˈicɑ̃ɾ̃u# | *#rːˈicɐɾ̃u# | *#rːˈicɐɾ̃# | *#rˈicəɾ̃# {GOLD: #rˈicəɾ̃ə#} | *#rˈicəɾ̃# {GOLD: >*} | *#rˈicəɾ# {GOLD: >*} | *#rˈicəɾ# {GOLD: #rˈicəɾ#}
865    | #rˌiːmˈɑːnioː# | *#rˌimˈɒːnjo# | *#rːˌimˈoɲo# | *#rːˌimˈoɲo# | *#rːə̃mˈɔ̃ɲɔ# | *#rːə̃mˈɔ̃ɲ# | *#rə̃mˈɔ̃ɲ# {GOLD: >*} | *#rə̃mˈɔ̃ɲ# {GOLD: >*} | *#rəmˈɔɲ# {GOLD: >*} | *#rəmˈɔj# {GOLD: #ɾəmˈɔj#}
866    | #rˈiːpɑ# | *#rˈipɑ# | *#rːˈipɑ# | *#rːˈipa# | *#rːˈipa# | *#rːˈipə# | *#rˈipə# {GOLD: >*} | *#rˈipə# {GOLD: >*} | *#rˈipə# {GOLD: >*} | *#rˈipə# {GOLD: #rˈipə#}
867    | ... | ... | ... | ... | *#rːˈɔbuɾ# | *#rːˈɔbuɾ# | *#rˈɔbuɾ# {GOLD: >*} | *#rˈɔbuɾ# {GOLD: >*} | *#rˈɔbuɾ# {GOLD: >*} | *#rˈɔbuɾ# {GOLD: #rˈɔbulˠ#}
868    | #rˈokkɑ# | *#rˈɔkkɑ# | *#rːˈokkɑ# | *#rːˈokka# | *#rːˈɔka# | *#rːˈɔkə# | *#rˈɔkə# {GOLD: >*} | *#rˈɔkə# {GOLD: >*} | *#rˈɔkə# {GOLD: >*} | *#rˈɔkə# {GOLD: #rˈɔkə#}
869    | #rˌoːmˈɑːnum# | *#rˌeːmˈɑːnʊ# | *#rːˌemˈɑnu# | *#rːˌemˈanu# | *#rːə̃mˈãɾ̃u# | *#rːə̃mˈãɾ̃# | *#rə̃mˈãɾ̃# {GOLD: #ɾˌə̃mˈɑ̃ɾ̃#} | *#rə̃mˈə̃ɾ̃# {GOLD: #ɾˈə̃məɾ#} | *#rˈəməɾ# {GOLD: >*} | *#rˈəməɾ# {GOLD: #ɾˈəməɾ#}
870    | #rˈombum# | *#rˈʊmbʊ# | *#rːˈumbu# | *#rːˈumbu# | *#rːˈũmbu# | *#rːˈũmb# | *#rˈũmb# {GOLD: >*} | *#rˈũmb# {GOLD: >*} | *#rˈumb# {GOLD: >*} | *#rˈumb# {GOLD: #rˈumb#}
871    | #rˈombulum# | *#rˈʊmbʊlʊ# | *#rːˈumbulu# | *#rːˈumbulu# | *#rːˈũmbulu# | *#rːˈũmbulˠ# | *#rˈũmbulˠ# {GOLD: >*} | *#rˈũmbulˠ# {GOLD: >*} | *#rˈumbulˠ# {GOLD: >*} | *#rˈumbulˠ# {GOLD: #rˈumbulˠ#}
872    | #rˌompʰˈae̯ɑ# | *#rˌʊmfˈɛɑ# | *#rːˌufˈɛjɑ# | *#rːˌufˈɛa# | *#rːˌufˈɛa# | *#rːˌufˈɛː# | *#rˌufˈɛː# {GOLD: >*} | *#rˌufˈɛː# {GOLD: >*} | *#rˌufˈɛ# {GOLD: >*} | *#rufˈɛ# {GOLD: #rufˈɛ#}
873    | ... | ... | *#rːˌøsˈɑʎɑ# | *#rːɪsˈaʎa# | *#rːɪʃˈaʎa# | *#rːəʃˈaːʎə# | *#rəʃˈaːʎə# {GOLD: #r̩ʃˈajə#} | *#rəʃˈaːʎə# {GOLD: >*} | *#rəʃˈajə# {GOLD: >*} | *#rəʃˈajə# {GOLD: #rəʃˈajə#}
874    | #rˌoːsupˈoːne# | *#rˌɒsʊpˈoːnɛ# | *#rːˌospˈonɛ# | *#rːˌospˈonɪ# | *#rːˌɔʃpˈɔ̃ɾ̃ɪ# | *#rːˌɔʃpˈũo̯# | *#rˌɔʃpˈũo̯# {GOLD: >*} | *#rˌɔʃpˈũa̯# {GOLD: >*} | *#rˌɔʃpˈua̯# {GOLD: >*} | *#rɔʃpˈua̯# {GOLD: #ɾɔʃpˈɔɲə#}
875    | #rˈotɑ# | *#rˈɔtɑ# | *#rːˈotɑ# | *#rːˈota# | *#rːˈɔta# | *#rːˈɔtə# | *#rˈɔtə# {GOLD: >*} | *#rˈɔtə# {GOLD: >*} | *#rˈɔtə# {GOLD: >*} | *#rˈɔtə# {GOLD: #rˈɔtə#}
876    | #rˈotulum# | *#rˈɔtʊlʊ# | *#rːˈotulu# | *#rːˈotulu# | *#rːˈɔtulu# | *#rːˈɔtulˠ# | *#rˈɔtulˠ# {GOLD: >*} | *#rˈɔtulˠ# {GOLD: >*} | *#rˈɔtulˠ# {GOLD: >*} | *#rˈɔtulˠ# {GOLD: #rˈɔtulˠ#}
877    | #rˌotˈundɑ# | *#rˌɒtˈʊndɑ# | *#rːˌotˈundɑ# | *#rːˌotˈunda# | *#rːˌɔtˈũnda# | *#rːˌɔtˈũndə# | *#rˌɔtˈũndə# {GOLD: #ˌɾ̩tˈundə#} | *#rˌɔtˈũndə# {GOLD: >*} | *#rˌɔtˈundə# {GOLD: >*} | *#rɔtˈundə# {GOLD: #uɾtˈundə#}
878    | #ruˌinˈɑːnioː# | *#rwˌɪnˈɒːnjo# | *#rːˌynˈoɲo# | *#rːˌunˈoɲo# | *#rːˌũnˈɔ̃ɲɔ# | *#rːˌũnˈɔ̃ɲ# | *#rˌũnˈɔ̃ɲ# {GOLD: #rənˈõɲ#} | *#rˌũnˈɔ̃ɲ# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
879    | #rˌunkˈɑːnioː# | *#rˌʊnkˈɒːnjo# | *#rːˌunkˈoɲo# | *#rːˌunkˈoɲo# | *#rːˌũnkˈɔ̃ɲɔ# | *#rːˌũnɡˈɔ̃ɲ# | *#rˌũŋɡˈɔ̃ɲ# {GOLD: >*} | *#rˌũŋɡˈɔ̃ɲ# {GOLD: >*} | *#rˌuŋɡˈɔɲ# {GOLD: >*} | *#ruŋɡˈɔj# {GOLD: #ɾuŋɡˈɔj#}
880    | #rˈubiɑ# | *#rˈʊbjɑ# | *#rːˈubjɑ# | *#rːˈubja# | *#rːˈubja# | *#rːˈubɛ# | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: >*} | *#rˈubɛ# {GOLD: #rˈɔjbə#}
881    | #rˈude# | *#rˈʊdɛ# | *#rːˈudɛ# | *#rːˈuðɪ# | *#rːˈuðɪ# | *#rːˈuð# | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: >*} | *#rˈuð# {GOLD: #rˈuð#}
882    | ... | ... | ... | *#rˈuɡa# | *#rːˈuɡa# | *#rːˈuɡə# | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: >*} | *#rˈuɡə# {GOLD: #rˈuɡə#}
883    | #rˌumpˈenioː# | *#rˌʊmpˈɛnjo# | *#rːˌumpˈɛɲo# | *#rːˌumpˈɛɲo# | *#rːˌũmpˈɛ̃ɲɔ# | *#rːˌũmbˈɛ̃ɲ# | *#rˌũmbˈɛ̃ɲ# {GOLD: >*} | *#rˌũmbˈɛ̃ɲ# {GOLD: >*} | *#rˌumbˈɛɲ# {GOLD: >*} | *#rumbˈɛj# {GOLD: #rəmbˈɛj#}
884    | ... | ... | ... | *#rˈuskulu# | *#rːˈuʃkulu# | *#rːˈuːʃkulˠ# | *#rˈuːʃkulˠ# {GOLD: >*} | *#rˈuːʃkulˠ# {GOLD: >*} | *#rˈuʃkulˠ# {GOLD: >*} | *#rˈuʃkulˠ# {GOLD: #rˈuʃkulˠ#}
885    | #rˈuːtɑ# | *#rˈuːtɑ# | *#rːˈytɑ# | *#rːˈyta# | *#rːˈyta# | *#rːˈytə# | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: >*} | *#rˈytə# {GOLD: #ɾˈytə#}
886    | #sˌɑbˈurrum# | *#sˌɑbˈʊrrʊ# | *#sˌɑβˈurru# | *#sˌawˈurru# | *#ʃəˈuːɾɾu# | *#ʃˈuːrː# | *#ʃˈuːr# {GOLD: >*} | *#ʃˈuːr# {GOLD: >*} | *#ʃˈur# {GOLD: >*} | *#ʃˈur# {GOLD: #ʒˈuɾ#}
887    | #sˈae̯kulum# | *#sˈɛkʊlʊ# | *#sˈɛkulu# | *#sˈɛkulu# | *#ʃˈɛkulu# | *#ʃˈɛkulˠ# | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: >*} | *#ʃˈɛkulˠ# {GOLD: #ʃˈɛkulˠ#}
888    | #sˌɑɡˈittɑm# | *#sˌɑɡˈɪttɑ# | *#sˌɑɡˈettɑ# | *#sˌaɡˈetta# | *#ʃɐɟˈeta# | *#ʃɐɟˈɛtə# | *#ʃəɟˈɛtə# {GOLD: #ʃəɟˈɛtə#} | *#ʃəɟˈɛtə# {GOLD: >*} | *#ʃəɟˈɛtə# {GOLD: >*} | *#ʃəɟˈɛtə# {GOLD: #ʃiɟˈɛtə#}
889    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːnjo# | *#sˌɑʎettˈoɲo# | *#sˌaʎɪttˈoɲo# | *#ʃˌaːʎɪtˈɔ̃ɲɔ# | *#ʃˌaːʎtˈɔ̃ɲ# | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌajtˈɔɲ# {GOLD: >*} | *#ʃajtˈɔj# {GOLD: #ʃitˈɔj#}
890    | #sˌɑɡittˈɑːnioː# | *#sˌɑɡɪttˈɒːnjo# | *#sˌɑʎettˈoɲo# | *#sˌaʎɪttˈoɲo# | *#ʃˌaːʎɪtˈɔ̃ɲɔ# | *#ʃˌaːʎtˈɔ̃ɲ# | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌaːʎtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌajtˈɔɲ# {GOLD: >*} | *#ʃajtˈɔj# {GOLD: #ʃajtˈɔj#}
891    | #sˌɑɡˌittɑtˈɑːrium# | *#sˌɑɡˌɪttɑtˈɒːrʊ# | *#sˌɑɡˌettɑtˈoru# | *#sˌaɡˌettatˈoru# | *#ʃɐɟɪtətˈɔɾu# | *#ʃɐɟətətˈaɾ# | *#ʃəɟtətˈaɾ# {GOLD: #ʃəɟˌɛtətˈaɾ#} | *#ʃəɟtˈaɾ# {GOLD: >*} | *#ʃəɟtˈaɾ# {GOLD: >*} | *#ʃəɟtˈaɾ# {GOLD: #ʃiɟɛtˈaɾ#}
892    | #sˈɑɡum# | *#sˈɑɡʊ# | *#sˈɑɡu# | *#sˈaɡu# | *#ʃˈaɡu# | *#ʃˈaɡ# | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: >*} | *#ʃˈaɡ# {GOLD: #ʃˈaɡ#}
893    | #sˈɑkkulum# | *#sˈɑkkʊlʊ# | *#sˈɑkkulu# | *#sˈakkulu# | *#ʃˈakulu# | *#ʃˈakulˠ# | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: >*} | *#ʃˈakulˠ# {GOLD: #ʃˈakulˠ#}
894    | #sˌɑkrˈɑːnioː# | *#sˌɑkrˈɒːnjo# | *#sˌɑkrˈoɲo# | *#sˌakrˈoɲo# | *#ʃəkɾˈɔ̃ɲɔ# | *#ʃkɾˈɔ̃ɲ# | *#ʃkɾˈɔ̃ɲ# {GOLD: #ʃəkɾˈɔ̃ɲ#} | *#ʃkɾˈɔ̃ɲ# {GOLD: >*} | *#ʃkɾˈɔɲ# {GOLD: >*} | *#ʃkɾˈɔj# {GOLD: #ʃəkɾˈɔj#}
895    | #sˈɑlikɑ# | *#sˈɑlɪkɑ# | *#sˈɑlekɑ# | *#sˈelɪka# | *#ʃˈelɪka# | *#ʃˈɛːlkə# | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: #ʃˈɛlcɛ#}
896    | #sˈɑlikɑ# | *#sˈɑlɪkɑ# | *#sˈɑlekɑ# | *#sˈelɪka# | *#ʃˈelɪka# | *#ʃˈɛːlkə# | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛːʎkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: >*} | *#ʃˈɛjkə# {GOLD: #ʃˈɛlkə#}
897    | #sˈɑlikem# | *#sˈɑlɪkɛ# | *#sˈɑlekɛ# | *#sˈelɪkɪ# | *#ʃˈelɪcɪ# | *#ʃˈɛːlc# | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: #ʃˈɛlɡ#}
898    | #sˈɑlikem# | *#sˈɑlɪkɛ# | *#sˈɑlekɛ# | *#sˈelɪkɪ# | *#ʃˈelɪcɪ# | *#ʃˈɛːlc# | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛːlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: >*} | *#ʃˈɛlc# {GOLD: #ʃˈɛlɟɛ#}
899    | #sˌɑlikˈeːtum# | *#sˌɑlɪkˈeːtʊ# | *#sˌɑlekˈetu# | *#sˌelɪkˈetu# | *#ʃˌeːlɪcˈetu# | *#ʃˌɛːlcˈɛt# | *#ʃˌɛːlcˈɛt# {GOLD: >*} | *#ʃˌɛːlcˈɛt# {GOLD: >*} | *#ʃˌɛlcˈɛt# {GOLD: >*} | *#ʃɛlcˈɛt# {GOLD: #ʃɛlcˈɛt#}
900    | #sˌɑlˈiːnɑ# | *#sˌɑlˈinɑ# | *#sˌɑlˈinɑ# | *#sˌelˈina# | *#ʃɪlˈĩna# | *#ʃəlˠˈĩnə# | *#ʃəlˠˈĩnə# {GOLD: #ʃəlˠˈĩːɾ̃ə#} | *#ʃəlˠˈĩnə# {GOLD: >*} | *#ʃəlˠˈinə# {GOLD: >*} | *#ʃəlˠˈinə# {GOLD: #ʃəlˠˈiɾə#}
901    | #sˌɑlˈiːnioː# | *#sˌɑlˈinjo# | *#sˌɑlˈiɲo# | *#sˌelˈiɲo# | *#ʃɪlˈĩɲɔ# | *#ʃəlˠˈĩɲ# | *#ʃəlˠˈĩɲ# {GOLD: >*} | *#ʃəlˠˈĩɲ# {GOLD: >*} | *#ʃəlˠˈiɲ# {GOLD: >*} | *#ʃəlˠˈij# {GOLD: #ʃəlˠˈij#}
