etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
1244   | ... | ... | ... | #pˈittulɑm# | *#pˈɪttʊlɑ# | *#pˈettulɑ# | *#pˈettula# | *#pˈetula# | *#pˈɛtulˠə# | *#pˈɛtulˠ# {GOLD: >*} | *#pˈɛtulˠ# {GOLD: >*} | *#pˈɛtulˠ# {GOLD: >*} | *#pˈɛtulˠ# {GOLD: #pˈɛtulˠ#}
1245   | ... | ... | ... | #pˈinnɑ# | *#pˈɪnnɑ# | *#pˈenːɑ# | *#pˈenːa# | *#pˈẽnːa# | *#pˈɛ̃nːa# | *#pˈɛ̃nːə# {GOLD: #pˈɛ̃nːə#} | *#pˈɛ̃nə# {GOLD: >*} | *#pˈɛnə# {GOLD: >*} | *#pˈɛnə# {GOLD: #pˈɛnə#}
1246   | ... | ... | ... | #pˈoːmɑ# | *#pˈeːmːɑ# | *#pˈemːɑ# | *#pˈemːa# | *#pˈẽmːa# | *#pˈɛ̃mːa# | *#pˈɛ̃mːə# {GOLD: >*} | *#pˈɛ̃mə# {GOLD: >*} | *#pˈɛmə# {GOLD: >*} | *#pˈɛmə# {GOLD: #pˈɛmə#}
1247   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌijɑβˈit͡sɑ# | *#pˌijavˈit͡sə# {GOLD: >*} | *#pˌijavˈit͡sə# {GOLD: >*} | *#pijavˈit͡sə# {GOLD: >*} | *#pijavˈit͡sə# {GOLD: #pjavˈit͡sə#}
1248   | ... | ... | ... | #pˈedikɑ# | *#pˈɛdɪkɑ# | *#pˈɛdekɑ# | *#pˈɛðɪka# | *#pˈɛːðɪka# | *#pjˈɛːka# | *#pjˈɛːkə# {GOLD: >*} | *#pjˈɛːkə# {GOLD: >*} | *#pjˈɛkə# {GOLD: >*} | *#pjˈɛkə# {GOLD: #pjˈɛkə#}
1249   | ... | ... | ... | #pˈessikɑm# | *#pˈɛssɪkɑ# | *#pˈɛssekɑ# | *#pˈɛssɪka# | *#pˈɛːʃɪka# | *#pˈie̯ʃəka# | *#pjˈɛʃkə# {GOLD: >*} | *#pjˈɛʃkə# {GOLD: >*} | *#pjˈɛʃkə# {GOLD: >*} | *#pjˈɛʃkə# {GOLD: #pjˈɛʃkə#}
1250   | ... | ... | ... | ... | #pˈɛtru# | *#pˈɛtru# | *#pˈɛtru# | *#pˈɛːtɾu# | *#pˈie̯tɾə# | *#pjˈɛtɾ̩# {GOLD: >*} | *#pjˈɛtɾ̩# {GOLD: >*} | *#pjˈɛtɾ̩# {GOLD: >*} | *#pjˈɛtəɾ# {GOLD: #pjˈɛtəɾ#}
1251   | ... | ... | ... | #pˈettiɑm# | *#pˈɛtt͡ʃjɑ# | *#pˈɛtt͡ʃjɑ# | *#pˈɛtt͡ʃa# | *#pˈɛsa# | *#pˈɛːsa# | *#pˈɛːsə# {GOLD: >*} | *#pˈɛːsə# {GOLD: >*} | *#pˈɛsə# {GOLD: >*} | *#pˈɛsə# {GOLD: #pjˈɛsə#}
1252   | ... | ... | ... | #pˈerɡulɑm# | *#pˈɛrɡʊlɑ# | *#pˈɛrɡulɑ# | *#pˈɛrɡula# | *#pˈɛːɾɡula# | *#pˈie̯ɾɡulˠə# | *#pjˈɛɾɡulˠ# {GOLD: #pjˈɛɾɡulˠə#} | *#pjˈɛɾɡulˠ# {GOLD: >*} | *#pjˈɛɾɡulˠ# {GOLD: >*} | *#pjˈɛɾɡulˠ# {GOLD: #pjˈɛɾɡulˠ#}
1253   | ... | ... | ... | #pˈepinem# | *#pˈɛpɪnɛ# | *#pˈɛpenɛ# | *#pˈɛpɑ̃ɾ̃ɪ# | *#pˈɛːpɐɾ̃ɪ# | *#pˈie̯pɐɾ̃ə# | *#pjˈɛpəɾ̃# {GOLD: #pjˈɛpəɾ̃ə#} | *#pjˈɛpəɾ̃# {GOLD: >*} | *#pjˈɛpəɾ# {GOLD: >*} | *#pjˈɛpəɾ# {GOLD: #pjˈɛpəɾ#}
1254   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɨxˈɑtɪ# | *#pˌixˈat# {GOLD: >*} | *#pˌihˈat# {GOLD: >*} | *#pihˈat# {GOLD: >*} | *#pihˈat# {GOLD: #pihˈat#}
1255   | ... | ... | ... | #pˈiːlɑ# | *#pˈilɑ# | *#pˈilɑ# | *#pˈila# | *#pˈila# | *#pˈiːlˠa# | *#pˈiːlˠə# {GOLD: >*} | *#pˈiːlˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: #pˈilˠə#}
1256   | ... | ... | ... | #pˈiːlɑ# | *#pˈilɑ# | *#pˈilɑ# | *#pˈila# | *#pˈila# | *#pˈiːlˠa# | *#pˈiːlˠə# {GOLD: >*} | *#pˈiːlˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: #pˈilˠə#}
1257   | ... | ... | ... | #pˈilɑ# | *#pˈɪlɑ# | *#pˈilɑ# | *#pˈila# | *#pˈila# | *#pˈiːlˠa# | *#pˈiːlˠə# {GOLD: >*} | *#pˈiːlˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: >*} | *#pˈilˠə# {GOLD: #pˈilˠə#}
1258   | ... | ... | ... | #pˈiktɑ# | *#pˈiktɑ# | *#pˈiçtɑ# | *#pˈijta# | *#pˈita# | *#pˈita# | *#pˈitə# {GOLD: >*} | *#pˈitə# {GOLD: >*} | *#pˈitə# {GOLD: >*} | *#pˈitə# {GOLD: #pˈitə#}
1259   | ... | ... | ... | ... | ... | ... | #pˈiskɑ# | *#pˈiʃkɑ# | *#pˈiːʃkɑ# | *#pˈiːʃkə# {GOLD: >*} | *#pˈiːʃkə# {GOLD: >*} | *#pˈiʃkə# {GOLD: >*} | *#pˈiʃkə# {GOLD: #pˈizɡə#}
1260   | ... | ... | ... | #pˈilleum# | *#pˈiʎʊ# | *#pˈilːu# | *#pˈilːu# | *#pˈilːu# | *#pˈiːlːə# | *#pˈiːlː# {GOLD: >*} | *#pˈiːlː# {GOLD: >*} | *#pˈil# {GOLD: >*} | *#pˈil# {GOLD: #pˈil#}
1261   | ... | ... | ... | ... | ... | ... | ... | #pˈɨɾjɪ# | *#pˈiːɾjɐ# | *#pˈiːrə# {GOLD: >*} | *#pˈiːrə# {GOLD: >*} | *#pˈirə# {GOLD: >*} | *#pˈirə# {GOLD: #pˈirə#}
1262   | ... | ... | ... | #pˈiːpɑm# | *#pˈipɑ# | *#pˈipɑ# | *#pˈipa# | *#pˈipa# | *#pˈipa# | *#pˈipə# {GOLD: >*} | *#pˈipə# {GOLD: >*} | *#pˈipə# {GOLD: >*} | *#pˈipə# {GOLD: #pˈipə#}
1263   | ... | ... | ... | #pˌɑwˈiːkulɑ# | *#pˌɑwˈikʊlɑ# | *#pɑˈyːkulɑ# | *#paˈyːkula# | *#pəˈyːkula# | *#pəˈyːlkəa# | *#pˈyːʎkə# {GOLD: >*} | *#pˈyːʎkə# {GOLD: #pˈyʎkə#} | *#pˈyjkə# {GOLD: #pˈyjkə#} | *#pˈykə# {GOLD: #pˈykə#}
1264   | ... | ... | ... | #pˌɑdˈuːlem# | *#pˌɑdˈuːlɛ# | *#pˌɑdˈylɛ# | *#pˌaðˈylɪ# | *#pəˈyːlɪ# | *#pəˈyːlˠə# | *#pˈyːlˠ# {GOLD: >*} | *#pˈyːlˠ# {GOLD: >*} | *#pˈylˠ# {GOLD: >*} | *#pˈylˠ# {GOLD: #pˈylˠ#}
1265   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒʎˈɑkʊ# | *#pˌɔʎˈak# {GOLD: >*} | *#pˌɔʎˈak# {GOLD: >*} | *#pɔjˈak# {GOLD: >*} | *#pɔjˈak# {GOLD: #pɔjˈak#}
1266   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒʎˈɑtɑ# | *#pˌɔʎˈatə# {GOLD: >*} | *#pˌɔʎˈatə# {GOLD: >*} | *#pɔjˈatə# {GOLD: >*} | *#pɔjˈatə# {GOLD: #pɔjˈatə#}
1267   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒʎˈɑnɪ# | *#pˌɔʎˈan# {GOLD: >*} | *#pˌɔʎˈan# {GOLD: >*} | *#pɔjˈan# {GOLD: >*} | *#pɔjˈan# {GOLD: #pɔjˈan#}
1268   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒtˈɛrjɑ# | *#pˌɔtˈɛrə# {GOLD: >*} | *#pˌɔtˈɛrə# {GOLD: >*} | *#pɔtˈɛrə# {GOLD: >*} | *#pɔtˈɛrə# {GOLD: #pɔtˈɛɾɛ#}
1269   | ... | ... | ... | ... | ... | ... | #pˌɒdʊkˈɒwʊ# | *#pˌɑdkˈɔə̯# | *#pˌɑtkˈuo̯# | *#pˌatkˈuo̯# {GOLD: #pˌɒtkˈuo̯#} | *#pˌatkˈua̯# {GOLD: >*} | *#patkˈua̯# {GOLD: >*} | *#patkˈua̯# {GOLD: #pɔtkˈua̯#}
1270   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒstˈɑjɑ# | *#pˌɔstˈajə# {GOLD: >*} | *#pˌɔstˈajə# {GOLD: >*} | *#pɔstˈajə# {GOLD: >*} | *#pɔstˈajə# {GOLD: #pɔstˈahɛ#}
1271   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒstˈɑtɪ# | *#pˌɔstˈat# {GOLD: >*} | *#pˌɔstˈat# {GOLD: >*} | *#pɔstˈat# {GOLD: >*} | *#pɔstˈat# {GOLD: #pɔstˈat#}
1272   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒstrˈæxɑ# | *#pˌɔstɾˈɛxə# {GOLD: >*} | *#pˌɔstɾˈɛhə# {GOLD: >*} | *#pɔstɾˈɛhə# {GOLD: >*} | *#pɔstɾˈɛhə# {GOLD: #pɔstɾˈɛ#}
1273   | ... | ... | ... | ... | ... | ... | ... | ... | #pˌɒmɪnˈitɪ# | *#pˌɔnˈit# {GOLD: >*} | *#pˌɔnˈit# {GOLD: >*} | *#pɔnˈit# {GOLD: >*} | *#pɔnˈit# {GOLD: #pɔnˈit#}
1274   | ... | ... | ... | ... | ... | ... | #pˌɒrˈɛ̃dʊ# | *#pˌɒɾˈẽndə# | *#pˌɒɾˈɛ̃ndə# | *#pˌɔɾˈɛ̃nd# {GOLD: >*} | *#pˌɔɾˈɛ̃nd# {GOLD: >*} | *#pɔɾˈɛnd# {GOLD: >*} | *#pɔɾˈɛnd# {GOLD: #pɔɾˈɛnd#}
1275   | ... | ... | ... | ... | ... | ... | #pˌɒrɒ̃t͡ʃˈitɪ# | *#pˌɒɾˌɑ̃nsˈitɪ# | *#pˌɒɾˌɔ̃sˈitə# | *#pˌɔɾˌɔ̃sˈit# {GOLD: >*} | *#pˌɔɾˌɔ̃sˈit# {GOLD: >*} | *#pɔɾɔsˈit# {GOLD: >*} | *#pɔɾɔsˈit# {GOLD: #pɔɾɔsˈit#}
1276   | ... | ... | ... | ... | ... | ... | #pˌɒbrˈitɪ# | *#pˌɒðɾˈitɪ# | *#pˌɒːɾˈitə# | *#pˌɔːɾˈit# {GOLD: >*} | *#pˌɔːɾˈit# {GOLD: >*} | *#pɔɾˈit# {GOLD: >*} | *#pɔɾˈit# {GOLD: #pɔrˈit#}
1277   | ... | ... | ... | ... | ... | #pˈoste# | *#pˈostɪ# | *#pˈɔʃtɪ# | *#pˈɔːʃtə# | *#pˈɔːʃt# {GOLD: >*} | *#pˈɔːʃt# {GOLD: >*} | *#pˈɔʃt# {GOLD: >*} | *#pˈɔʃt# {GOLD: #pˈɔʃt#}
1278   | ... | ... | ... | ... | ... | #pˈostero# | *#pˈostɪro# | *#pˈɔʃtɪɾɔ# | *#pˈɔːʃtəɾə# | *#pˈɔːʃtɾ̩# {GOLD: #pˈɔʃtɾ̩#} | *#pˈɔːʃtɾ̩# {GOLD: >*} | *#pˈɔʃtɾ̩# {GOLD: >*} | *#pˈɔʃtəɾ# {GOLD: #pˈɔʃtəɾ#}
1279   | ... | ... | ... | #pˈottum# | *#pˈɒttʊ# | *#pˈottu# | *#pˈottu# | *#pˈɔtu# | *#pˈɔtə# | *#pˈɔt# {GOLD: >*} | *#pˈɔt# {GOLD: >*} | *#pˈɔt# {GOLD: >*} | *#pˈɔt# {GOLD: #pˈɔt#}
1280   | ... | ... | ... | ... | ... | ... | ... | ... | #pˈɒtʊkɑ# | *#pˈɔtkə# {GOLD: >*} | *#pˈɔtkə# {GOLD: >*} | *#pˈɔtkə# {GOLD: >*} | *#pˈɔtkə# {GOLD: #pˈɔtkə#}
1281   | ... | ... | ... | #pˈorro# | *#pˈɒrrʊ# | *#pˈorru# | *#pˈorru# | *#pˈɔɾɾu# | *#pˈɔːrːə# | *#pˈɔːr# {GOLD: >*} | *#pˈɔːr# {GOLD: >*} | *#pˈɔr# {GOLD: >*} | *#pˈɔr# {GOLD: #pˈɔɾ#}
1282   | ... | ... | ... | #pˈortɑ# | *#pˈɒrtɑ# | *#pˈortɑ# | *#pˈorta# | *#pˈɔɾta# | *#pˈɔːɾta# | *#pˈɔːɾtə# {GOLD: >*} | *#pˈɔːɾtə# {GOLD: >*} | *#pˈɔɾtə# {GOLD: >*} | *#pˈɔɾtə# {GOLD: #pˈɔɾtə#}
1283   | ... | ... | ... | #pˈorrum# | *#pˈɒrrʊ# | *#pˈorru# | *#pˈorru# | *#pˈɔɾɾu# | *#pˈɔːrːə# | *#pˈɔːr# {GOLD: >*} | *#pˈɔːr# {GOLD: >*} | *#pˈɔr# {GOLD: >*} | *#pˈɔr# {GOLD: #pˈɔr#}
1284   | ... | ... | ... | #pˌorrˈikium# | *#pˈɒrrikjʊ# | *#pˈorrikju# | *#pˈorrɪcju# | *#pˈɔɾɾɪcju# | *#pˈɔːrːicjə# | *#pˈɔːric# {GOLD: >*} | *#pˈɔːric# {GOLD: >*} | *#pˈɔric# {GOLD: >*} | *#pˈɔric# {GOLD: #pˈɔric#}
1285   | ... | ... | ... | #pˈopulum# | *#pˈɒpʊlʊ# | *#pˈopulu# | *#pˈopulu# | *#pˈɔpulu# | *#pˈɔpulˠə# | *#pˈɔpulˠ# {GOLD: >*} | *#pˈɔpulˠ# {GOLD: >*} | *#pˈɔpulˠ# {GOLD: >*} | *#pˈɔpulˠ# {GOLD: #pˈɔpulˠ#}
1286   | ... | ... | ... | ... | ... | ... | ... | ... | #plˌɑʃˈit͡sɑ# | *#plˠˌaʃˈit͡sə# {GOLD: >*} | *#plˠˌaʃˈit͡sə# {GOLD: >*} | *#plˠaʃˈit͡sə# {GOLD: >*} | *#plˠaʃˈit͡sə# {GOLD: #plˠaʃˈit͡sə#}
1287   | ... | ... | ... | ... | #plˈɑɣjɑ# | *#plˈɑɣjɑ# | *#plˈaɣja# | *#plˈaɣja# | *#plˈaja# | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# {GOLD: >*} | *#plˠˈajə# {GOLD: #plˠˈajə#}
1288   | ... | ... | ... | ... | ... | ... | ... | ... | #plˈɑzʊ# | *#plˠˈaz# {GOLD: >*} | *#plˠˈaz# {GOLD: >*} | *#plˠˈaz# {GOLD: >*} | *#plˠˈaz# {GOLD: #plˠˈaz#}
1289   | ... | ... | ... | ... | ... | ... | ... | ... | #plˈɒt͡ʃɑ# | *#plˠˈɔt͡ʃə# {GOLD: >*} | *#plˠˈɔt͡ʃə# {GOLD: >*} | *#plˠˈɔt͡ʃə# {GOLD: >*} | *#plˠˈɔt͡ʃə# {GOLD: #plˠˈɔt͡ʃə#}
1290   | ... | ... | ... | ... | ... | ... | #plˈɒskɑ# | *#plˈɔʃkɑ# | *#plˈɔːʃkɑ# | *#plˠˈɔːʃkə# {GOLD: >*} | *#plˠˈɔːʃkə# {GOLD: >*} | *#plˠˈɔʃkə# {GOLD: >*} | *#plˠˈɔʃkə# {GOLD: #plˠˈɔt͡ʃkə#}
1291   | ... | ... | ... | ... | ... | ... | #pˈɒlskɑ# | *#plˈɑːt͡skɑ# | *#plˈɑːt͡skɑ# | *#plˠˈaːt͡skə# {GOLD: >*} | *#plˠˈaːt͡skə# {GOLD: >*} | *#plˠˈat͡skə# {GOLD: >*} | *#plˠˈat͡skə# {GOLD: #plˠˈɔt͡skə#}
1292   | ... | ... | ... | ... | ... | ... | ... | ... | #plˈɒskɑ# | *#plˠˈɔskə# {GOLD: >*} | *#plˠˈɔskə# {GOLD: >*} | *#plˠˈɔskə# {GOLD: >*} | *#plˠˈɔskə# {GOLD: #plˠˈɔskə#}
1293   | ... | ... | ... | ... | ... | ... | ... | ... | #pʎˈuskɑ# | *#plˠˈuskə# {GOLD: >*} | *#plˠˈuskə# {GOLD: >*} | *#plˠˈuskə# {GOLD: >*} | *#plˠˈuskə# {GOLD: #plˠˈuskə#}
1294   | ... | ... | ... | #pˌolˈentɑ# | *#pˌʊlˈɛntɑ# | *#pˌulˈɛntɑ# | *#pˌʊlˈanta# | *#pˌʊlˈãnta# | *#pˌʊlˠˈãnda# | *#pˌulˠˈʌ̃ndə# {GOLD: #pulˠˈɛ̃ntə#} | *#pˌulˠˈə̃ndə# {GOLD: >*} | *#pulˠˈəndə# {GOLD: >*} | *#pulˠˈəndə# {GOLD: #pulˠˈəndə#}
1295   | ... | ... | ... | #pˌosˈɑːnioː# | *#pˌʊsˈɒːnju# | *#pˌusˈoɲu# | *#pˌusˈoɲu# | *#pˌuʃˈɔ̃ɲu# | *#pˌuʃˈɔ̃ɲə# | *#pˌuʃˈɔ̃ɲ# {GOLD: >*} | *#pˌuʃˈɔ̃ɲ# {GOLD: >*} | *#puʃˈɔɲ# {GOLD: >*} | *#puʃˈɔj# {GOLD: #puʃˈɔj#}
1296   | ... | ... | ... | #pˌotestˈɑːtem# | *#pˌʊtɛstˈɑːtɛ# | *#pˌustˈɑtɛ# | *#pˌustˈetɪ# | *#pˌuʃtˈetɪ# | *#pˌuʃtˈɛtə# | *#pˌuʃtˈɛt# {GOLD: >*} | *#pˌuʃtˈɛt# {GOLD: >*} | *#puʃtˈɛt# {GOLD: >*} | *#puʃtˈɛt# {GOLD: #puʃtˈɛt#}
1297   | ... | ... | ... | #pˌotestˈɑːnioː# | *#pˌʊtɛstˈɒːnju# | *#pˌustˈoɲu# | *#pˌustˈoɲu# | *#pˌuʃtˈɔ̃ɲu# | *#pˌuʃtˈɔ̃ɲə# | *#pˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#pˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#puʃtˈɔɲ# {GOLD: >*} | *#puʃtˈɔj# {GOLD: #puʃtˈɔj#}
1298   | ... | ... | ... | #pˌuttˈɑːnɑ# | *#pˌʊttˈɑːnɑ# | *#pˌuttˈɑnɑ# | *#pˌuttˈana# | *#pˌutˈãɾ̃a# | *#pˌutˈãɾ̃a# | *#pˌutˈʌ̃ɾ̃ə# {GOLD: #putˈɑ̃ɾ̃ə#} | *#pˌutˈə̃ɾ̃ə# {GOLD: >*} | *#putˈəɾə# {GOLD: >*} | *#putˈəɾə# {GOLD: #putˈəɾə#}
1299   | ... | ... | ... | ... | ... | ... | ... | #pˌɒsˈʊlɑ# | *#pˌɒsˈɔːʷlˠɑ# | *#pˌɔsˈulˠə# {GOLD: >*} | *#pˌɔsˈulˠə# {GOLD: >*} | *#pɔsˈulˠə# {GOLD: >*} | *#pɔsˈulˠə# {GOLD: #pusˈulˠə#}
1300   | ... | ... | ... | #pˌollikˈɑːrem# | *#pˌʊllɪkˈɑːrɛ# | *#pˌulːekˈɑjrɛ# | *#pˌulːɪkˈerɪ# | *#pˌulːɪcˈeɾɪ# | *#pˌulːəcˈɛːɾə# | *#pˌulːəcˈɛːɾ# {GOLD: >*} | *#pˌulːcˈɛːɾ# {GOLD: >*} | *#pulcˈɛɾ# {GOLD: >*} | *#pulcˈɛɾ# {GOLD: #pulcˈɛɾ#}
1301   | ... | ... | ... | #pˌollikˈɑːrium# | *#pˌʊllɪkˈɒːrjʊ# | *#pˌulːekˈoe̯rju# | *#pˌulːɪkˈoe̯ru# | *#pˌulːɪkˈœːɾu# | *#pˌulːəkˈye̯ɾə# | *#pˌulːəkˈye̯ɾ# {GOLD: >*} | *#pˌulːkˈye̯ɾ# {GOLD: >*} | *#pulkˈye̯ɾ# {GOLD: >*} | *#pulcˈye̯ɾ# {GOLD: #pulcˈye̯ɾ#}
1302   | ... | ... | ... | #pˌɑrˈɑːnioː# | *#pˌɑrˈɒːnju# | *#pˌɑrˈoɲu# | *#pərˈoɲu# | *#pəɾˈɔ̃ɲu# | *#pəɾˈɔ̃ɲə# | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pəɾˈɔ̃ɲ# {GOLD: >*} | *#pɾˈɔɲ# {GOLD: >*} | *#pɾˈɔj# {GOLD: #puɾˈɔj#}
1303   | ... | ... | ... | #pˌorrˈiːnum# | *#pˌʊrrˈinʊ# | *#pˌurrˈinu# | *#pˌurrˈinu# | *#pˌuɾɾˈĩnu# | *#pˌurːˈĩːnə# | *#pˌurˈĩː# {GOLD: #purˈĩː#} | *#pˌurˈĩː# {GOLD: >*} | *#purˈi# {GOLD: >*} | *#purˈi# {GOLD: #purˈi#}
1304   | ... | ... | ... | #pˌerpˌɑrˈɑːnioː# | *#pˌɛrpˌɑrˈɒːnju# | *#pˌɛrpˌɑrˈoɲu# | *#pˌɛrpˌarˈoɲu# | *#pəɾpˌaɾˈɔ̃ɲu# | *#pəɾpˌaɾˈɔ̃ɲə# | *#pɾ̩pˌaɾˈɔ̃ɲ# {GOLD: >*} | *#pɾ̩pˌaɾˈɔ̃ɲ# {GOLD: >*} | *#pɾ̩paɾˈɔɲ# {GOLD: >*} | *#pəɾpaɾˈɔj# {GOLD: #puprˈɔj#}
1305   | ... | ... | ... | #pˈuːblikum# | *#pˈuβlɪkʊ# | *#pˈuβleku# | *#pˈulɪku# | *#pˈulɪku# | *#pˈukə# | *#pˈuk# {GOLD: #pˈuːk#} | *#pˈuk# {GOLD: >*} | *#pˈuk# {GOLD: >*} | *#pˈuk# {GOLD: #pˈuk#}
1306   | ... | ... | ... | #pˈuːblikɑ# | *#pˈuβlɪkɑ# | *#pˈuβlekɑ# | *#pˈulɪka# | *#pˈulɪka# | *#pˈuka# | *#pˈukə# {GOLD: #pˈuːkə#} | *#pˈukə# {GOLD: >*} | *#pˈukə# {GOLD: >*} | *#pˈukə# {GOLD: #pˈukə#}
1307   | ... | ... | ... | #pˈunɡɑm# | *#pˈʊŋɡɑ# | *#pˈuŋɡɑ# | *#pˈuŋɡa# | *#pˈũŋɡa# | *#pˈũŋɡa# | *#pˈũŋɡə# {GOLD: >*} | *#pˈũɲ̈ɡə# {GOLD: >*} | *#pˈuɲ̈ɡə# {GOLD: >*} | *#pˈuŋɡə# {GOLD: #pˈuŋɡə#}
1308   | ... | ... | ... | #pˈuteum# | *#pˈʊt͡ʃjʊ# | *#pˈut͡ʃju# | *#pˈut͡ʃu# | *#pˈusu# | *#pˈuːsə# | *#pˈuːs# {GOLD: >*} | *#pˈuːs# {GOLD: >*} | *#pˈus# {GOLD: >*} | *#pˈus# {GOLD: #pˈus#}
1309   | ... | ... | ... | #pˈullum# | *#pˈʊllʊ# | *#pˈulːu# | *#pˈulːu# | *#pˈulːu# | *#pˈuːlːə# | *#pˈuːlː# {GOLD: >*} | *#pˈuːlː# {GOLD: >*} | *#pˈul# {GOLD: >*} | *#pˈul# {GOLD: #pˈul#}
1310   | ... | ... | ... | #pˈullɑm# | *#pˈʊllɑ# | *#pˈulːɑ# | *#pˈulːa# | *#pˈulːa# | *#pˈuːlːa# | *#pˈuːlːə# {GOLD: >*} | *#pˈuːlːə# {GOLD: >*} | *#pˈulə# {GOLD: >*} | *#pˈulə# {GOLD: #pˈulə#}
1311   | ... | ... | ... | #pˈulpɑm# | *#pˈʊlpɑ# | *#pˈulpɑ# | *#pˈulpa# | *#pˈulpa# | *#pˈuːlpa# | *#pˈuːlpə# {GOLD: >*} | *#pˈuːlpə# {GOLD: >*} | *#pˈulpə# {GOLD: >*} | *#pˈulpə# {GOLD: #pˈulpə#}
1312   | ... | ... | ... | ... | ... | ... | #pˈɯrjɪ# | *#pˈɯɾjɪ# | *#pˈuːɾjɐ# | *#pˈuːrə# {GOLD: >*} | *#pˈuːrə# {GOLD: >*} | *#pˈurə# {GOLD: >*} | *#pˈurə# {GOLD: #pˈurə#}
1313   | ... | ... | ... | #pˈuppɑ# | *#pˈʊppɑ# | *#pˈuppɑ# | *#pˈuppa# | *#pˈupa# | *#pˈupa# | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: #pˈupə#}
1314   | ... | ... | ... | #upˈupɑ# | *#ʊpˈʊpɑ# | *#upˈupɑ# | *#pˈupa# | *#pˈupa# | *#pˈupa# | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: >*} | *#pˈupə# {GOLD: #pˈupə#}
1315   | ... | ... | ... | #pˈunktɑ# | *#pˈʊnktɑ# | *#pˈuɲtɑ# | *#pˈuɲta# | *#pˈũɲta# | *#pˈũɲta# | *#pˈũɲtə# {GOLD: >*} | *#pˈũɲtə# {GOLD: >*} | *#pˈuɲtə# {GOLD: >*} | *#pˈuɲtə# {GOLD: #pˈuftə#}
1316   | ... | ... | ... | ... | ... | ... | #pˌɒlstnˈikʊ# | *#plˌɑːʃtnˈikə# | *#plˌɑːʃtnˈikə# | *#plˌaːʃnˈik# {GOLD: >*} | *#plˌaːʃnˈik# {GOLD: >*} | *#plaʃnˈik# {GOLD: >*} | *#plaʃnˈik# {GOLD: #plaʃnˈik#}
1317   | ... | ... | ... | #plˈɑːɡɑ# | *#plˈɑːɡɑ# | *#plˈɑɡɑ# | *#plˈaɡa# | *#plˈaɡa# | *#plˈaɡa# | *#plˈaɡə# {GOLD: >*} | *#plˈaɡə# {GOLD: >*} | *#plˈaɡə# {GOLD: >*} | *#plˈaɡə# {GOLD: #plˈaɡə#}
1318   | ... | ... | ... | #plˈɑnkum# | *#plˈɑnkʊ# | *#plˈɑnku# | *#plˈanku# | *#plˈãnku# | *#plˈanɡə# | *#plˈaŋɡ# {GOLD: >*} | *#plˈaɲ̈ɡ# {GOLD: >*} | *#plˈaɲ̈ɡ# {GOLD: >*} | *#plˈaŋɡ# {GOLD: #plˈaŋɡ#}
1319   | ... | ... | ... | #plˈɑntikum# | *#plˈɑntɪkʊ# | *#plˈɑntku# | *#plˈanku# | *#plˈãnku# | *#plˈanɡə# | *#plˈaŋɡ# {GOLD: >*} | *#plˈaɲ̈ɡ# {GOLD: >*} | *#plˈaɲ̈ɡ# {GOLD: >*} | *#plˈaŋɡ# {GOLD: #plˈaŋɡ#}
1320   | ... | ... | ... | ... | ... | ... | ... | ... | #plˌɨβˈɑtɪ# | *#plˌivˈat# {GOLD: >*} | *#plˌivˈat# {GOLD: >*} | *#plivˈat# {GOLD: >*} | *#plivˈat# {GOLD: #plɛvˈat#}
1321   | ... | ... | ... | ... | ... | ... | ... | ... | #plˌɛβɪnˈit͡sɑ# | *#plˌɛnˈit͡sə# {GOLD: >*} | *#plˌɛnˈit͡sə# {GOLD: >*} | *#plɛnˈit͡sə# {GOLD: >*} | *#plɛnˈit͡sə# {GOLD: #plɛvˈit͡sə#}
